Time,GCD,DOT,Xunhuan,Longyin,Longya,Pofeng,Chuanyun,Zhanbafang,Mie,Liuxue,Poxue,ZTotal,DTotal,Meihua,DChuanyun,DDot,Zcover,Dcover,DMcover,DCcover,DDcover
4800,20,26,B,45.4522,111.0402,1,48.589,43.7606,0,206.327,503.706,224.829,710.033,249.842,325.5299797,407.8094,1.124145,1.183388333,1.24921,1.627649899,2.718729333
4800,19,26,A,49.0548,118.8862,1,55.2534,39.3522,16.004,202.624,490.867,253,693.491,279.5506,358.5774439,398.9708,1.265,1.155818333,1.397753,1.79288722,2.659805333
4800,19,26,B,46.6762,113.8722,1,50.9632,42.8706,0,215.141,517.311,229.782,732.452,255.3822,332.1710198,422.0654,1.14891,1.220753333,1.276911,1.660855099,2.813769333
4800,19,25,A,49.0548,118.8862,1,55.2534,39.3522,16.004,207.2,504.289,253,711.489,279.5506,358.5774439,408.9156,1.265,1.185815,1.397753,1.79288722,2.726104
4800,19,25,B,45.9798,111.396,1,49.8122,47.009,0,213.111,499.974,229.868,713.085,255.197,332.5274935,413.1006,1.14934,1.188475,1.275985,1.662637468,2.754004
5280,24,32,A,52.1732,113.1148,1,31.6864,39.4952,10.558,148.799,410.339,220,559.138,248.0276,324.5564099,312.9346,1,0.847178788,1.127398182,1.475256409,1.896573333
5280,24,32,B,51.445,108.637,1,24.108,42.4202,0,160.112,416.269,199.743,576.381,227.6102,302.5106493,326.6196,0.907922727,0.873304545,1.034591818,1.375048406,1.979512727
5280,23,31,A,54.5458,118.322,1,33.1078,41.298,11.043,182.878,429.101,230,611.979,259.3166,339.4033788,354.5184,1.045454545,0.927240909,1.178711818,1.542742631,2.148596364
5280,23,31,B,52.2584,110.3784,1,24.402,43.0338,0,184.881,432.227,202.765,617.108,231.0726,307.1594088,357.7718,0.921659091,0.935012121,1.05033,1.396179131,2.168313939
5280,23,30,A,54.5458,118.322,1,33.1078,41.298,11.043,186.345,438.904,230,625.249,259.3166,339.4033788,361.9066,1.045454545,0.94734697,1.178711818,1.542742631,2.193373333
5280,23,30,B,50.5754,107.8184,1,27.1728,44.136,0,194.82,456.727,203.257,651.547,230.7026,305.8365198,377.5108,0.923895455,0.987192424,1.048648182,1.390165999,2.287944242
5280,22,30,A,46.5368,112.7006,1,52.4412,37.3086,15.179,192.408,465.52,240,657.928,265.1662,340.0365994,378.616,1.090909091,0.996860606,1.205300909,1.545620906,2.294642424
5280,22,30,B,49.1892,118.6732,1,53.393,42.5908,0,188.329,476.06,237.956,664.389,264.8462,344.0963843,378.753,1.081618182,1.00665,1.203846364,1.564074474,2.295472727
5280,22,29,A,46.5368,112.7006,1,52.4412,37.3086,15.179,196.854,478.552,240,675.406,265.1662,340.0365994,388.2748,1.090909091,1.023342424,1.205300909,1.545620906,2.353180606
5280,22,29,B,49.1892,118.6732,1,53.393,42.5908,0,200.382,476.402,237.956,676.784,264.8462,344.0963843,390.9428,1.081618182,1.025430303,1.203846364,1.564074474,2.369350303
5280,21,29,A,48.8892,118.388,1,55.0172,39.2038,15.94,201.706,488.494,252,690.2,278.4382,357.1429796,397.1036,1.145454545,1.045757576,1.265628182,1.62337718,2.406688485
5280,21,29,B,50.168,120.8892,1,54.3416,43.4134,0,204.025,485.306,242.393,689.331,269.8122,350.5816738,398.1474,1.101786364,1.044440909,1.226419091,1.593553063,2.413014545
5280,21,28,A,48.8892,118.388,1,55.0172,39.2038,15.94,175.279,488.884,252,664.163,278.4382,357.1429796,370.8326,1.145454545,1.006307576,1.265628182,1.62337718,2.247470303
5280,21,28,B,50.1606,120.8696,1,54.342,43.4358,0,183.58,485.429,242.411,669.009,269.808,350.5770153,377.7516,1.101868182,1.01365,1.2264,1.593531888,2.289403636
5280,20,27,A,51.1864,124.0338,1,57.7024,41.0262,16.756,211.695,513.736,264,725.431,291.7048,374.188979,417.1894,1.2,1.099137879,1.325930909,1.700858995,2.528420606
5280,20,27,B,50.2202,122.648,1,54.9792,46.181,0,210.924,497.379,247.466,708.303,275.0284,357.807031,409.8756,1.124845455,1.073186364,1.250129091,1.626395595,2.484094545
5280,20,26,A,51.1864,124.0338,1,57.7024,41.0262,16.756,216.596,528.133,264,744.729,291.7048,374.188979,427.8492,1.2,1.128377273,1.325930909,1.700858995,2.593025455
5280,20,26,B,49.9994,122.1426,1,53.5184,48.1254,0,227.062,555.869,247.271,782.931,274.7858,358.1372752,449.4096,1.123959091,1.186259091,1.249026364,1.627896705,2.723694545
5280,19,26,A,53.9178,130.6348,1,60.7616,43.2002,17.664,222.956,541.876,278,764.832,307.1784,394.1037081,439.7064,1.263636364,1.158836364,1.396265455,1.791380491,2.664887273
5280,19,26,B,51.2856,125.3066,1,55.9792,47.1384,0,236.76,570.937,252.563,807.697,280.7098,365.2821924,465.1348,1.148013636,1.223783333,1.275953636,1.660373602,2.818998788
5280,19,25,A,53.9178,130.6348,1,60.7616,43.2002,17.664,227.908,556.426,278,784.334,307.1784,394.1037081,450.4784,1.263636364,1.188384848,1.396265455,1.791380491,2.730172121
5280,19,25,B,50.501,122.5018,1,54.9374,51.6696,0,234.465,551.577,252.741,786.042,280.6098,365.7289713,455.0958,1.148822727,1.190972727,1.275499091,1.662404415,2.758156364
5760,24,32,A,56.9422,123.4894,1,34.5276,43.104,11.536,162.314,449.105,240,611.419,270.5992,354.2311344,341.956,1,0.849193056,1.127496667,1.47596306,1.899755556
5760,24,32,B,56.1402,118.6552,1,26.1204,46.3188,0,174.826,455.725,217.809,630.551,248.2346,330.1213516,357.116,0.9075375,0.875765278,1.034310833,1.375505632,1.983977778
5760,23,31,A,59.554,129.2134,1,36.1146,45.0816,12.065,199.656,469.811,251,669.467,283.0286,370.5701182,387.5804,1.045833333,0.929815278,1.179285833,1.544042159,2.153224444
5760,23,31,B,56.9394,120.429,1,26.6028,46.9456,0,201.679,472.77,221.062,674.449,251.9168,335.0083729,390.787,0.921091667,0.936734722,1.049653333,1.39586822,2.171038889
5760,23,30,A,59.554,129.2134,1,36.1146,45.0816,12.065,203.339,480.262,251,683.601,283.0286,370.5701182,395.4438,1.045833333,0.949445833,1.179285833,1.544042159,2.19691
5760,23,30,B,55.1222,117.7682,1,29.6916,48.0716,0,212.656,500.046,221.716,712.702,251.6536,333.7361723,412.6744,0.923816667,0.989863889,1.048556667,1.390567385,2.292635556
5760,22,30,A,50.818,123.0802,1,57.246,40.7336,16.614,210.022,509.473,262,719.495,289.4918,371.3468209,413.8112,1.091666667,0.999298611,1.206215833,1.54727842,2.298951111
5760,22,30,B,53.6186,129.4284,1,58.2166,46.4876,0,205.321,520.717,259.417,726.038,288.7512,375.285976,413.6078,1.080904167,1.008386111,1.20313,1.563691567,2.297821111
5760,22,29,A,50.818,123.0802,1,57.246,40.7336,16.614,214.755,523.366,262,738.121,289.4918,371.3468209,424.1014,1.091666667,1.025168056,1.206215833,1.54727842,2.356118889
5760,22,29,B,53.6186,129.4284,1,58.2166,46.4876,0,218.577,521.029,259.417,739.606,288.7512,375.285976,426.9886,1.080904167,1.027230556,1.20313,1.563691567,2.372158889
5760,21,29,A,53.32,129.2266,1,60.0876,42.766,17.462,220.039,534.25,275,754.289,303.8622,389.8500042,433.739,1.145833333,1.047623611,1.2660925,1.624375018,2.409661111
5760,21,29,B,54.512,131.8216,1,59.3698,47.335,0,222.607,530.886,264.185,753.493,294.0384,382.1718516,434.9614,1.100770833,1.046518056,1.22516,1.592382715,2.416452222
5760,21,28,A,53.32,129.2266,1,60.0876,42.766,17.462,191.052,534.394,275,725.446,303.8622,389.8500042,404.8096,1.145833333,1.007563889,1.2660925,1.624375018,2.248942222
5760,21,28,B,54.4862,131.8074,1,59.3646,47.3716,0,200.003,530.42,264.199,730.423,294.0298,382.1686483,412.171,1.100829167,1.014476389,1.225124167,1.592369368,2.289838889
5760,20,27,A,55.8514,135.3678,1,62.969,44.7466,18.301,231.013,562.03,288,793.043,318.2358,408.3354437,455.825,1.2,1.101448611,1.3259825,1.701397682,2.532361111
5760,20,27,B,54.7854,133.88,1,59.912,50.3852,0,230.081,543.758,269.881,773.839,299.9626,390.3977584,447.5842,1.124504167,1.074776389,1.249844167,1.626657327,2.486578889
5760,20,26,A,55.8514,135.3678,1,62.969,44.7466,18.301,236.342,577.711,288,814.053,318.2358,408.3354437,467.4264,1.2,1.130629167,1.3259825,1.701397682,2.596813333
5760,20,26,B,54.525,133.345,1,58.4058,52.4544,0,247.778,607.968,269.702,855.746,299.7302,390.772478,490.9652,1.123758333,1.188536111,1.248875833,1.628218658,2.727584444
5760,19,26,A,58.9348,142.921,1,66.4948,47.232,19.345,243.339,592.564,304,835.903,335.9276,431.1021317,480.3646,1.266666667,1.160976389,1.399698333,1.796258882,2.668692222
5760,19,26,B,55.952,136.66,1,61.213,51.3902,0,258.328,624.309,275.472,882.637,306.2152,398.5355487,508.0516,1.1478,1.225884722,1.275896667,1.660564786,2.822508889
5760,19,25,A,58.9348,142.921,1,66.4948,47.232,19.345,248.803,608.65,304,857.453,335.9276,431.1021317,492.263,1.266666667,1.190906944,1.399698333,1.796258882,2.734794444
5760,19,25,B,55.0744,133.4726,1,60.11,56.3542,0,255.864,603.304,275.593,859.168,306.0112,398.8751372,497.1856,1.148304167,1.193288889,1.275046667,1.661979738,2.762142222
6240,24,32,A,61.6632,133.8588,1,37.4306,46.7128,12.524,175.837,487.961,260,663.798,293.1894,383.9155856,371.0214,1,0.851023077,1.127651538,1.476598406,1.902673846
6240,24,32,B,60.8024,128.6354,1,28.2804,50.1842,0,189.329,494.87,235.934,684.199,268.9024,357.7387495,387.277,0.907438462,0.877178205,1.03424,1.375918267,1.986035897
6240,23,31,A,64.5446,140.0484,1,39.1286,48.8676,13.142,216.217,509.864,272,726.081,306.7312,401.7037028,420.1626,1.046153846,0.930873077,1.179735385,1.545014242,2.15468
6240,23,31,B,61.6916,130.5656,1,28.6932,50.959,0,218.584,513.484,239.458,732.068,272.9094,363.0996912,423.9776,0.920992308,0.938548718,1.049651538,1.396537274,2.174244103
6240,23,30,A,64.5446,140.0484,1,39.1286,48.8676,13.142,220.295,521.5,272,741.795,306.7312,401.7037028,428.895,1.046153846,0.951019231,1.179735385,1.545014242,2.199461538
6240,23,30,B,59.728,127.8084,1,31.8936,52.1604,0,230.37,542.756,240.1,773.126,272.5904,361.7380215,447.4724,0.923461538,0.991187179,1.048424615,1.391300083,2.294730256
6240,22,30,A,55.0614,133.4622,1,62.0828,44.152,18.056,227.599,553.336,284,780.935,313.8144,402.6471354,448.9334,1.092307692,1.001198718,1.206978462,1.548642828,2.302222564
6240,22,30,B,58.107,140.3234,1,63.0818,50.3284,0,222.551,565.54,281.035,788.091,312.8406,406.7088969,448.767,1.080903846,1.010373077,1.203233077,1.564264988,2.301369231
6240,22,29,A,55.0614,133.4622,1,62.0828,44.152,18.056,232.75,568.483,284,801.233,313.8144,402.6471354,460.1432,1.092307692,1.027221795,1.206978462,1.548642828,2.359708718
6240,22,29,B,58.107,140.3234,1,63.0818,50.3284,0,236.857,565.924,281.035,802.781,312.8406,406.7088969,463.2266,1.080903846,1.02920641,1.203233077,1.564264988,2.375521026
6240,21,29,A,57.775,140.0236,1,65.224,46.2952,18.97,238.377,580.102,298,818.479,329.2878,422.5279393,470.4178,1.146153846,1.049332051,1.266491538,1.625107459,2.412398974
6240,21,29,B,59.1602,143.0358,1,64.2258,51.2664,0,241.196,576.446,286.29,817.642,318.6882,414.3648029,471.7744,1.101115385,1.048258974,1.225723846,1.59371078,2.419355897
6240,21,28,A,57.775,140.0236,1,65.224,46.2952,18.97,207.038,580.66,298,787.698,329.2878,422.5279393,439.302,1.146153846,1.009869231,1.266491538,1.625107459,2.252830769
6240,21,28,B,59.1628,143.0342,1,64.1718,51.3178,0,216.831,576.248,286.306,793.079,318.6866,414.3850113,447.3302,1.101176923,1.016767949,1.225717692,1.593788505,2.294001026
6240,20,27,A,60.5246,146.7266,1,68.209,48.4862,19.835,250.323,610.267,312,860.59,344.7814,442.5166555,494.4298,1.2,1.103320513,1.326082308,1.701987137,2.535537436
6240,20,27,B,59.3464,144.9844,1,65.0364,54.5324,0,249.323,590.421,292.29,839.744,324.8996,422.9074393,485.4914,1.124192308,1.076594872,1.249613846,1.626567074,2.489699487
6240,20,26,A,60.5246,146.7266,1,68.209,48.4862,19.835,256.075,627.217,312,883.292,344.7814,442.5166555,506.9618,1.2,1.132425641,1.326082308,1.701987137,2.599804103
6240,20,26,B,59.0324,144.39,1,63.3052,56.821,0,268.585,660.251,292.026,928.836,324.5486,423.2228232,532.6854,1.123176923,1.190815385,1.248263846,1.627780089,2.73172
6240,19,26,A,63.8188,154.85,1,71.8616,51.1222,20.931,263.63,643.354,329,906.984,363.5836,466.7557784,520.9716,1.265384615,1.1628,1.398398462,1.795214532,2.671649231
6240,19,26,B,60.6404,147.952,1,66.3312,55.6444,0,279.864,677.646,298.264,957.51,331.568,431.6124026,550.9224,1.147169231,1.227576923,1.275261538,1.660047702,2.825243077
6240,19,25,A,63.8188,154.85,1,71.8616,51.1222,20.931,269.663,661.147,329,930.81,363.5836,466.7557784,534.1218,1.265384615,1.193346154,1.398398462,1.795214532,2.739086154
6240,19,25,B,59.5944,144.6296,1,65.0714,61.0242,0,277.218,654.739,298.413,931.957,331.3196,431.9996212,539.1136,1.147742308,1.194816667,1.274306154,1.661537005,2.764685128
6720,24,32,A,66.4466,144.2028,1,40.2606,50.313,13.54,189.432,526.751,280,716.183,315.763,413.5792879,400.1324,1,0.85259881,1.127725,1.477068885,1.905392381
6720,24,32,B,65.4806,138.5792,1,30.3792,54.0714,0,204.064,534.143,253.994,738.207,289.5104,385.2914024,417.7212,0.907121429,0.878817857,1.033965714,1.376040723,1.989148571
6720,23,31,A,69.5448,151.014,1,42.0658,52.6248,14.187,232.989,550.616,293,783.605,330.4364,432.8867468,453.2354,1.046428571,0.932863095,1.18013,1.546024096,2.15826381
6720,23,31,B,66.4392,140.577,1,30.9432,54.8796,0,235.462,554.244,257.783,789.706,293.839,391.0297753,457.1596,0.920653571,0.94012619,1.049425,1.396534912,2.176950476
6720,23,30,A,69.5448,151.014,1,42.0658,52.6248,14.187,237.279,562.888,293,800.167,330.4364,432.8867468,462.4342,1.046428571,0.952579762,1.18013,1.546024096,2.202067619
6720,23,30,B,64.292,137.554,1,34.4568,56.1822,0,248.122,585.66,258.508,833.782,293.485,389.5271396,482.386,0.923242857,0.992597619,1.048160714,1.391168356,2.29707619
6720,22,30,A,59.348,143.8424,1,66.9026,47.5494,19.488,245.134,597.124,306,842.258,338.1304,433.9367371,483.9836,1.092857143,1.002688095,1.207608571,1.549774061,2.30468381
6720,22,30,B,62.6234,151.2186,1,67.9374,54.2046,0,239.572,610.325,302.677,849.897,336.984,438.2053494,483.702,1.080989286,1.011782143,1.203514286,1.565019105,2.303342857
6720,22,29,A,59.348,143.8424,1,66.9026,47.5494,19.488,250.733,613.615,306,864.348,338.1304,433.9367371,496.179,1.092857143,1.028985714,1.207608571,1.549774061,2.362757143
6720,22,29,B,62.6234,151.2186,1,67.9374,54.2046,0,255.087,610.631,302.677,865.718,336.984,438.2053494,499.3394,1.080989286,1.030616667,1.203514286,1.565019105,2.377806667
6720,21,29,A,62.1114,150.5406,1,69.9028,49.7058,20.372,256.748,626.386,320,883.134,353.6326,453.9202934,507.3024,1.142857143,1.05135,1.262973571,1.621143905,2.415725714
6720,21,29,B,63.6876,153.875,1,69.283,55.1404,0,259.766,622.081,308.073,881.847,342.986,445.9906099,508.5984,1.100260714,1.049817857,1.22495,1.592823607,2.421897143
6720,21,28,A,62.1114,150.5406,1,69.9028,49.7058,20.372,222.835,626.386,320,849.221,353.6326,453.9202934,473.3894,1.142857143,1.010977381,1.262973571,1.621143905,2.254235238
6720,21,28,B,63.6738,153.8414,1,69.2788,55.1776,0,233.593,621.516,308.085,855.109,342.9716,445.9747401,482.1994,1.100303571,1.017986905,1.224898571,1.592766929,2.296187619
6720,20,27,A,65.1744,158.1408,1,73.4008,52.2206,21.379,269.64,658.531,336,928.171,371.3156,476.7068798,533.0524,1.2,1.104965476,1.326127143,1.702524571,2.538344762
6720,20,27,B,63.9558,156.2916,1,69.843,58.7498,0,268.554,637.049,314.695,905.603,349.8402,455.5514212,523.3736,1.123910714,1.07809881,1.249429286,1.626969361,2.492255238
6720,20,26,A,65.1744,158.1408,1,73.4008,52.2206,21.379,275.876,676.933,336,952.809,371.3156,476.7068798,546.6492,1.2,1.134296429,1.326127143,1.702524571,2.603091429
6720,20,26,B,63.6222,155.639,1,68.0516,61.2116,0,289.385,712.28,314.443,1001.665,349.5244,455.9469837,574.297,1.123010714,1.192458333,1.248301429,1.628382085,2.734747619
6720,19,26,A,68.66,166.6166,1,77.3996,54.9834,22.556,283.91,694.147,354,978.057,391.2156,502.2945565,561.5688,1.264285714,1.164353571,1.397198571,1.79390913,2.674137143
6720,19,26,B,65.3538,159.5256,1,71.217,59.9324,0,301.463,731.191,321.117,1032.654,357.0288,464.9449933,593.9394,1.146846429,1.22935,1.275102857,1.660517833,2.828282857
6720,19,25,A,68.66,166.6166,1,77.3996,54.9834,22.556,290.475,713.536,354,1004.011,391.2156,502.2945565,575.8894,1.264285714,1.19525119,1.397198571,1.79390913,2.742330476
6720,19,25,B,64.1858,155.9256,1,69.9912,65.6774,0,298.624,706.58,321.305,1005.204,356.78,465.343415,581.256,1.147517857,1.196671429,1.274214286,1.661940768,2.767885714
7200,24,32,A,71.1926,154.6422,1,43.0668,53.9188,14.513,203.034,565.526,300,768.56,338.3334,443.2775276,429.2444,1,0.853955556,1.127778,1.477591759,1.907752889
7200,24,32,B,70.1414,148.4158,1,32.6652,57.946,0,218.638,573.581,272.092,792.219,310.1684,412.8367526,448.0704,0.906973333,0.880243333,1.033894667,1.376122509,1.991424
7200,23,31,A,74.5224,161.9208,1,45.0522,56.4222,15.208,249.639,590.903,314,840.542,354.1256,464.0390755,486.0002,1.046666667,0.933935556,1.180418667,1.546796918,2.160000889
7200,23,31,B,71.198,150.5962,1,33.1764,58.8,0,252.353,595.086,276.121,847.439,314.7706,418.9670306,490.3874,0.920403333,0.941598889,1.049235333,1.396556769,2.179499556
7200,23,30,A,74.5224,161.9208,1,45.0522,56.4222,15.208,254.37,604.498,314,858.868,354.1256,464.0390755,496.1692,1.046666667,0.954297778,1.180418667,1.546796918,2.205196444
7200,23,30,B,68.9906,147.4212,1,36.8424,60.2094,0,265.902,628.674,276.925,894.576,314.4636,417.4785758,517.3716,0.923083333,0.993973333,1.048212,1.391595253,2.299429333
7200,22,30,A,63.6376,154.3612,1,71.6382,50.9716,20.869,262.7,640.954,328,903.654,362.4776,465.3288939,519.0816,1.093333333,1.00406,1.208258667,1.551096313,2.307029333
7200,22,30,B,67.109,162.0072,1,72.7592,58.0424,0,256.856,655.018,324.143,911.874,360.9178,469.4220534,518.8632,1.080476667,1.013193333,1.203059333,1.564740178,2.306058667
7200,22,29,A,63.6376,154.3612,1,71.6382,50.9716,20.869,268.571,658.261,328,926.832,362.4776,465.3288939,531.8754,1.093333333,1.029813333,1.208258667,1.551096313,2.363890667
7200,22,29,B,67.109,162.0072,1,72.7592,58.0424,0,273.35,655.333,324.143,928.683,360.9178,469.4220534,535.4832,1.080476667,1.03187,1.203059333,1.564740178,2.379925333
7200,21,29,A,66.5008,161.4374,1,74.9754,53.2864,21.844,275.188,672.397,343,947.585,379.044,486.6397979,544.1468,1.143333333,1.052872222,1.26348,1.62213266,2.418430222
7200,21,29,B,68.3738,165.1266,1,74.0668,59.1138,0,278.418,667.752,330.201,946.17,367.681,478.2697297,545.5188,1.10067,1.0513,1.225603333,1.594232432,2.424528
7200,21,28,A,66.5008,161.4374,1,74.9754,53.2864,21.844,238.907,672.7,343,911.607,379.044,486.6397979,507.987,1.143333333,1.012896667,1.26348,1.62213266,2.25772
7200,21,28,B,68.3708,165.1152,1,74.0602,59.138,0,250.295,667.331,330.229,917.626,367.6842,478.277673,517.2274,1.100763333,1.019584444,1.225614,1.59425891,2.298788444
7200,20,27,A,69.7916,169.5272,1,78.6792,55.9042,22.934,288.953,706.888,360,995.841,397.8362,510.844714,571.7082,1.2,1.10649,1.326120667,1.702815713,2.540925333
7200,20,27,B,68.602,167.5996,1,74.7582,62.8928,0,287.775,683.762,337.148,971.537,374.8526,488.2409964,561.2798,1.123826667,1.079485556,1.249508667,1.627469988,2.494576889
7200,20,26,A,69.7916,169.5272,1,78.6792,55.9042,22.934,295.584,726.475,360,1022.059,397.8362,510.844714,586.174,1.2,1.135621111,1.326120667,1.702815713,2.605217778
7200,20,26,B,68.1836,166.761,1,72.8116,65.634,0,310.106,764.478,336.779,1074.584,374.3902,488.5122364,615.8972,1.122596667,1.193982222,1.247967333,1.628374121,2.737320889
7200,19,26,A,73.4374,178.4434,1,82.8658,58.8704,24.21,304.248,745.084,379,1049.332,418.827,537.843983,602.2816,1.263333333,1.165924444,1.39609,1.792813277,2.676807111
7200,19,26,B,69.8848,170.9028,1,76.5454,64.1918,0,323.036,784.568,344.093,1107.604,382.5248,498.182947,636.8632,1.146976667,1.230671111,1.275082667,1.660609823,2.830503111
7200,19,25,A,73.4374,178.4434,1,82.8658,58.8704,24.21,311.122,765.4,379,1076.522,418.827,537.843983,617.282,1.263333333,1.196135556,1.39609,1.792813277,2.743475556
7200,19,25,B,68.7422,167.0732,1,75.1418,70.3616,0,319.942,757.944,344.308,1077.886,382.3188,498.7055344,623.1196,1.147693333,1.197651111,1.274396,1.662351781,2.769420444
7680,24,32,A,75.939,165.0556,1,45.9124,57.4964,15.497,216.654,604.514,320,821.168,360.9004,472.9490736,458.4596,1,0.855383333,1.12781375,1.477965855,1.910248333
7680,24,32,B,74.9044,158.4532,1,34.6716,61.799,0,233.381,612.99,290.183,846.371,330.8282,440.4821484,478.577,0.906821875,0.881636458,1.033838125,1.376506714,1.994070833
7680,23,31,A,79.29,172.2822,1,47.916,60.0016,16.208,266.278,631.712,334,897.99,376.6978,493.6969561,518.9628,1.04375,0.93540625,1.177180625,1.542802988,2.162345
7680,23,31,B,75.991,160.8542,1,35.1684,62.7218,0,269.268,636.033,294.476,905.301,335.7354,447.0529581,523.6812,0.9202375,0.943021875,1.049173125,1.397040494,2.182005
7680,23,30,A,79.29,172.2822,1,47.916,60.0016,16.208,271.161,645.763,334,916.924,376.6978,493.6969561,529.4662,1.04375,0.955129167,1.177180625,1.542802988,2.206109167
7680,23,30,B,73.6002,157.4068,1,39.0636,64.2784,0,283.691,671.709,295.263,955.4,335.349,445.3959615,552.3746,0.922696875,0.995208333,1.047965625,1.39186238,2.301560833
7680,22,30,A,67.8828,164.7452,1,76.5138,54.358,22.288,280.214,684.688,350,964.902,386.7878,496.6026297,554.0892,1.09375,1.00510625,1.208711875,1.551883218,2.308705
7680,22,30,B,71.6226,173.0916,1,77.4998,61.896,0,274.007,700.035,345.855,974.042,385.11,501.0441102,554.021,1.080796875,1.014627083,1.20346875,1.565762844,2.308420833
7680,22,29,A,67.8828,164.7452,1,76.5138,54.358,22.288,286.675,703.765,350,990.44,386.7878,496.6026297,568.181,1.09375,1.031708333,1.208711875,1.551883218,2.367420833
7680,22,29,B,71.6226,173.0916,1,77.4998,61.896,0,291.645,700.35,345.855,991.995,385.11,501.0441102,571.785,1.080796875,1.033328125,1.20346875,1.565762844,2.3824375
7680,21,29,A,70.942,172.31,1,80.0224,56.8394,23.349,293.56,718.291,366,1011.851,404.4628,519.3536747,580.8764,1.14375,1.054011458,1.26394625,1.622980233,2.420318333
7680,21,29,B,72.9458,176.2098,1,79.0826,63.0198,0,296.949,713.244,352.269,1010.193,392.258,510.3073417,582.2466,1.100840625,1.052284375,1.22580625,1.594710443,2.4260275
7680,21,28,A,70.942,172.31,1,80.0224,56.8394,23.349,254.88,718.945,366,973.825,404.4628,519.3536747,542.458,1.14375,1.014401042,1.26394625,1.622980233,2.260241667
7680,21,28,B,72.9362,176.2102,1,79.0414,63.0616,0,267.096,713.209,352.287,980.305,392.2494,510.3155096,552.3796,1.100896875,1.021151042,1.225779375,1.594735968,2.301581667
7680,20,27,A,74.4196,180.8382,1,83.9372,59.6184,24.541,308.245,755.131,384,1063.376,424.3544,544.963851,610.2974,1.2,1.107683333,1.3261075,1.703012034,2.542905833
7680,20,27,B,73.0822,178.63,1,79.8284,67.1666,0,307.019,730.333,359.521,1037.352,399.7072,520.6767687,599.1522,1.123503125,1.080575,1.249085,1.627114902,2.4964675
7680,20,26,A,74.4196,180.8382,1,83.9372,59.6184,24.541,315.359,776.167,384,1091.526,424.3544,544.963851,625.8258,1.2,1.13700625,1.3261075,1.703012034,2.6076075
7680,20,26,B,72.677,177.7954,1,77.812,69.989,0,330.837,816.743,359.171,1147.58,399.2734,521.0154188,657.5342,1.122409375,1.195395833,1.247729375,1.628173184,2.739725833
7680,19,26,A,78.4618,190.808,1,88.5496,62.853,25.891,324.599,795.778,405,1120.377,447.5634,574.8455401,642.9102,1.265625,1.167059375,1.398635625,1.796392313,2.6787925
7680,19,26,B,74.5866,182.2152,1,81.5814,68.4498,0,344.663,838.235,366.819,1182.898,407.833,531.2282165,679.957,1.146309375,1.232185417,1.274478125,1.660088177,2.833154167
7680,19,25,A,78.4618,190.808,1,88.5496,62.853,25.891,331.953,817.534,405,1149.487,447.5634,574.8455401,658.9666,1.265625,1.197382292,1.398635625,1.796392313,2.745694167
7680,19,25,B,73.3376,178.088,1,80.2402,75.0064,0,341.325,809.569,367.118,1150.894,407.6722,531.8100541,665.1526,1.14724375,1.198847917,1.273975625,1.661906419,2.771469167
8160,24,32,A,80.6762,175.4932,1,48.7424,61.0806,16.481,230.161,643.292,340,873.453,383.4734,502.6392139,487.4778,1,0.856326471,1.127862941,1.478350629,1.911677647
8160,24,32,B,79.6228,168.4678,1,36.7968,65.6072,0,247.918,652.271,308.273,900.189,351.4946,468.0976941,508.8264,0.906685294,0.882538235,1.033807647,1.376757924,1.995397647
8160,23,31,A,84.211,183.2636,1,50.9392,63.776,17.21,283.079,672.5,355,955.579,400.3998,524.8767087,552.079,1.044117647,0.936842157,1.177646471,1.543755026,2.165015686
8160,23,31,B,80.809,170.9962,1,37.3692,66.5616,0,286.077,676.765,312.852,962.842,356.736,475.0897551,556.783,0.920152941,0.943962745,1.049223529,1.397322809,2.183462745
8160,23,30,A,84.211,183.2636,1,50.9392,63.776,17.21,288.222,687.331,355,975.553,400.3998,524.8767087,563.1544,1.044117647,0.95642451,1.177646471,1.543755026,2.208448627
8160,23,30,B,78.2316,167.3418,1,41.5032,68.2628,0,301.507,714.914,313.728,1016.421,356.3394,473.3618785,587.4726,0.922729412,0.996491176,1.048057059,1.392240819,2.303814118
8160,22,30,A,71.9166,174.672,1,81.1122,57.6268,23.669,297.79,728.944,371,1026.734,409.9966,526.4799622,589.3676,1.091176471,1.006601961,1.205872353,1.548470477,2.31124549
8160,22,30,B,76.0202,183.745,1,82.514,65.7366,0,291.112,744.794,367.312,1035.906,409.0158,532.1587377,589.0296,1.080329412,1.015594118,1.202987647,1.565172758,2.30992
8160,22,29,A,71.9166,174.672,1,81.1122,57.6268,23.669,304.471,748.681,371,1053.152,409.9966,526.4799622,603.9434,1.091176471,1.032501961,1.205872353,1.548470477,2.36840549
8160,22,29,B,76.0202,183.745,1,82.514,65.7366,0,309.898,745.073,367.312,1054.971,409.0158,532.1587377,607.9272,1.080329412,1.034285294,1.202987647,1.565172758,2.384028235
8160,21,29,A,75.398,183.2106,1,85.0478,60.3934,24.838,312.068,764.584,389,1076.652,429.8878,552.0881679,617.9016,1.144117647,1.055541176,1.264375882,1.623788729,2.423143529
8160,21,29,B,77.433,187.028,1,84.1592,66.9276,0,315.569,759.09,374.057,1074.659,416.5478,541.9240628,619.205,1.100167647,1.053587255,1.225140588,1.593894302,2.428254902
