Time,GCD,DOT,Longyin,Longya,Pofeng,Chuanyun,Zhanbafang,Mie,Liuxue,Poxue,Fenghu,Xunhuan
4320,20,26,31.15,33.781,1,12.219,11.802,0,185.726,451.611,FALSE,B
4320,20,26,8.141,54.97,0,26.338,23.038,0,0,0,TRUE,B
4320,19,26,32.343,32.998,1,19.74,8.059,14.395,182.289,439.861,FALSE,A
4320,19,26,9.861,61.667,0,25.072,22.865,0,0,0,TRUE,A
4320,19,26,31.581,34.455,1,12.695,11.895,0,193.524,463.84,FALSE,B
4320,19,26,8.695,56.566,0,27.6,22.224,0,0,0,TRUE,B
4320,19,25,32.343,32.998,1,19.74,8.059,14.395,186.592,452.464,FALSE,A
4320,19,25,9.861,61.667,0,25.072,22.865,0,0,0,TRUE,A
4320,19,25,31.557,34.088,1,10.802,15.564,0,191.752,448.624,FALSE,B
4320,19,25,8.131,55.014,0,28.479,22.216,0,0,0,TRUE,B
4800,24,32,34.147,18.171,1,5.608,4.268,9.566,135.275,371.474,FALSE,A
4800,24,32,11.077,70.436,0,19.355,26.372,0,0,0,TRUE,A
4800,24,32,34.312,16.486,1,0,3.334,0,145.434,376.757,FALSE,B
4800,24,32,10.37,68.496,0,18.371,29.308,0,0,0,TRUE,B
4800,23,31,35.637,18.982,1,5.892,4.409,10.022,166.086,388.298,FALSE,A
4800,23,31,11.587,73.645,0,20.219,27.607,0,0,0,TRUE,A
4800,23,31,34.91,16.555,1,0,3.37,0,167.978,391.305,FALSE,B
4800,23,31,10.479,69.757,0,18.605,29.79,0,0,0,TRUE,B
4800,23,30,35.637,18.982,1,5.892,4.409,10.022,169.388,397.606,FALSE,A
4800,23,30,11.587,73.645,0,20.219,27.607,0,0,0,TRUE,A
4800,23,30,34.103,18.727,1,0,6.428,0,177.12,413.87,FALSE,B
4800,23,30,9.89,66.043,0,20.721,28.057,0,0,0,TRUE,B
4800,22,30,31.086,31.67,1,18.891,7.793,13.784,174.997,421.606,FALSE,A
4800,22,30,9.481,59.239,0,24.132,21.924,0,0,0,TRUE,A
4800,22,30,33.704,35.883,1,16.168,7.26,0,171.06,431.214,FALSE,B
4800,22,30,9.196,59.852,0,26.927,26.199,0,0,0,TRUE,B
4800,22,29,31.086,31.67,1,18.891,7.793,13.784,178.933,433.108,FALSE,A
4800,22,29,9.481,59.239,0,24.132,21.924,0,0,0,TRUE,A
4800,22,29,33.704,35.883,1,16.168,7.26,0,182.07,431.529,FALSE,B
4800,22,29,9.196,59.852,0,26.927,26.199,0,0,0,TRUE,B
4800,21,29,32.491,33.126,1,19.847,8.091,14.458,183.357,442.69,FALSE,A
4800,21,29,9.91,61.93,0,25.189,22.958,0,0,0,TRUE,A
4800,21,29,34.3,36.597,1,16.454,7.362,0,185.463,439.81,FALSE,B
4800,21,29,9.403,61.008,0,27.44,26.74,0,0,0,TRUE,B
4800,21,28,32.491,33.126,1,19.847,8.091,14.458,159.25,442.69,FALSE,A
4800,21,28,9.91,61.93,0,25.189,22.958,0,0,0,TRUE,A
4800,21,28,34.249,36.629,1,16.302,7.672,0,166.848,439.608,FALSE,B
4800,21,28,9.425,60.978,0,27.577,26.496,0,0,0,TRUE,B
4800,20,27,34.034,34.673,1,20.886,8.397,15.179,192.408,465.52,FALSE,A
4800,20,27,10.419,65.023,0,26.296,24.093,0,0,0,TRUE,A
4800,20,27,34.375,37.561,1,13.818,13.022,0,191.645,450.635,FALSE,B
4800,20,27,9.449,61.589,0,30.117,24.1,0,0,0,TRUE,B
4800,20,26,34.034,34.673,1,20.886,8.397,15.179,196.854,478.552,FALSE,A
4800,20,26,10.419,65.023,0,26.296,24.093,0,0,0,TRUE,A
4800,20,26,34.537,37.575,1,13.603,13.049,0,206.327,503.706,FALSE,B
4800,20,26,9.096,61.221,0,29.155,25.593,0,0,0,TRUE,B
4800,19,26,35.85,36.541,1,22.071,8.781,16.004,202.624,490.867,FALSE,A
4800,19,26,11.004,68.621,0,27.652,25.476,0,0,0,TRUE,A
4800,19,26,35.101,38.403,1,14.152,13.125,0,215.141,517.311,FALSE,B
4800,19,26,9.646,62.891,0,30.676,24.788,0,0,0,TRUE,B
4800,19,25,35.85,36.541,1,22.071,8.781,16.004,207.2,504.289,FALSE,A
4800,19,25,11.004,68.621,0,27.652,25.476,0,0,0,TRUE,A
4800,19,25,35.043,37.956,1,12.173,17.051,0,213.111,499.974,FALSE,B
4800,19,25,9.114,61.2,0,31.366,24.965,0,0,0,TRUE,B
5280,24,32,37.49,20.02,1,6.22,4.574,10.558,148.799,410.339,FALSE,A
5280,24,32,12.236,77.579,0,21.222,29.101,0,0,0,TRUE,A
5280,24,32,37.819,18.055,1,0,3.533,0,160.112,416.269,FALSE,B
5280,24,32,11.355,75.485,0,20.09,32.406,0,0,0,TRUE,B
5280,23,31,39.199,20.888,1,6.535,4.752,11.043,182.878,429.101,FALSE,A
5280,23,31,12.789,81.195,0,22.144,30.455,0,0,0,TRUE,A
5280,23,31,38.33,18.282,1,0,3.615,0,184.881,432.227,FALSE,B
5280,23,31,11.607,76.747,0,20.335,32.849,0,0,0,TRUE,B
5280,23,30,39.199,20.888,1,6.535,4.752,11.043,186.345,438.904,FALSE,A
5280,23,30,12.789,81.195,0,22.144,30.455,0,0,0,TRUE,A
5280,23,30,37.481,20.684,1,0,6.864,0,194.82,456.727,FALSE,B
5280,23,30,10.912,72.612,0,22.644,31.06,0,0,0,TRUE,B
5280,22,30,34.034,34.673,1,20.886,8.397,15.179,192.408,465.52,FALSE,A
5280,22,30,10.419,65.023,0,26.296,24.093,0,0,0,TRUE,A
5280,22,30,36.99,39.754,1,17.825,7.936,0,188.329,476.06,FALSE,B
5280,22,30,10.166,65.766,0,29.64,28.879,0,0,0,TRUE,B
5280,22,29,34.034,34.673,1,20.886,8.397,15.179,196.854,478.552,FALSE,A
5280,22,29,10.419,65.023,0,26.296,24.093,0,0,0,TRUE,A
5280,22,29,36.99,39.754,1,17.825,7.936,0,200.382,476.402,FALSE,B
5280,22,29,10.166,65.766,0,29.64,28.879,0,0,0,TRUE,B
5280,21,29,35.73,36.41,1,21.968,8.761,15.94,201.706,488.494,FALSE,A
5280,21,29,10.966,68.315,0,27.541,25.369,0,0,0,TRUE,A
5280,21,29,37.706,40.35,1,18.194,8.047,0,204.025,485.306,FALSE,B
5280,21,29,10.385,67.116,0,30.123,29.472,0,0,0,TRUE,B
5280,21,28,35.73,36.41,1,21.968,8.761,15.94,175.279,488.884,FALSE,A
5280,21,28,10.966,68.315,0,27.541,25.369,0,0,0,TRUE,A
5280,21,28,37.659,40.358,1,18.024,8.385,0,183.58,485.429,FALSE,B
5280,21,28,10.418,67.093,0,30.265,29.209,0,0,0,TRUE,B
5280,20,27,37.378,38.127,1,23.116,9.099,16.756,211.695,513.736,FALSE,A
5280,20,27,11.507,71.589,0,28.822,26.606,0,0,0,TRUE,A
5280,20,27,37.817,41.444,1,15.348,14.045,0,210.924,497.379,FALSE,B
5280,20,27,10.336,67.67,0,33.026,26.78,0,0,0,TRUE,B
5280,20,26,37.378,38.127,1,23.116,9.099,16.756,216.596,528.133,FALSE,A
5280,20,26,11.507,71.589,0,28.822,26.606,0,0,0,TRUE,A
5280,20,26,38.051,41.361,1,15.032,14.253,0,227.062,555.869,FALSE,B
5280,20,26,9.957,67.318,0,32.072,28.227,0,0,0,TRUE,B
5280,19,26,39.363,40.18,1,24.386,9.515,17.664,222.956,541.876,FALSE,A
5280,19,26,12.129,75.379,0,30.313,28.071,0,0,0,TRUE,A
5280,19,26,38.652,42.197,1,15.706,14.274,0,236.76,570.937,FALSE,B
5280,19,26,10.528,69.258,0,33.561,27.387,0,0,0,TRUE,B
5280,19,25,39.363,40.18,1,24.386,9.515,17.664,227.908,556.426,FALSE,A
5280,19,25,12.129,75.379,0,30.313,28.071,0,0,0,TRUE,A
5280,19,25,38.543,41.761,1,13.421,18.672,0,234.465,551.577,FALSE,B
5280,19,25,9.965,67.284,0,34.597,27.498,0,0,0,TRUE,B
5760,24,32,40.921,21.787,1,6.834,4.926,11.536,162.314,449.105,FALSE,A
5760,24,32,13.351,84.752,0,23.078,31.815,0,0,0,TRUE,A
5760,24,32,41.283,19.624,1,0,3.774,0,174.826,455.725,FALSE,B
5760,24,32,12.381,82.526,0,21.767,35.454,0,0,0,TRUE,B
5760,23,31,42.772,22.771,1,7.167,5.082,12.065,199.656,469.811,FALSE,A
5760,23,31,13.985,88.702,0,24.123,33.333,0,0,0,TRUE,A
5760,23,31,41.841,20.091,1,0,3.856,0,201.679,472.77,FALSE,B
5760,23,31,12.582,83.615,0,22.169,35.908,0,0,0,TRUE,B
5760,23,30,42.772,22.771,1,7.167,5.082,12.065,203.339,480.262,FALSE,A
5760,23,30,13.985,88.702,0,24.123,33.333,0,0,0,TRUE,A
5760,23,30,40.877,22.667,1,0,7.484,0,212.656,500.046,FALSE,B
5760,23,30,11.871,79.251,0,24.743,33.823,0,0,0,TRUE,B
5760,22,30,37.108,37.837,1,22.932,9.05,16.614,210.022,509.473,FALSE,A
5760,22,30,11.425,71.036,0,28.595,26.403,0,0,0,TRUE,A
5760,22,30,40.355,43.308,1,19.585,8.498,0,205.321,520.717,FALSE,B
5760,22,30,11.053,71.767,0,32.193,31.658,0,0,0,TRUE,B
5760,22,29,37.108,37.837,1,22.932,9.05,16.614,214.755,523.366,FALSE,A
5760,22,29,11.425,71.036,0,28.595,26.403,0,0,0,TRUE,A
5760,22,29,40.355,43.308,1,19.585,8.498,0,218.577,521.029,FALSE,B
5760,22,29,11.053,71.767,0,32.193,31.658,0,0,0,TRUE,B
5760,21,29,38.932,39.733,1,24.126,9.436,17.462,220.039,534.25,FALSE,A
5760,21,29,11.99,74.578,0,29.968,27.775,0,0,0,TRUE,A
5760,21,29,41.132,44.164,1,19.921,8.701,0,222.607,530.886,FALSE,B
5760,21,29,11.15,73.048,0,32.874,32.195,0,0,0,TRUE,B
5760,21,28,38.932,39.733,1,24.126,9.436,17.462,191.052,534.394,FALSE,A
5760,21,28,11.99,74.578,0,29.968,27.775,0,0,0,TRUE,A
5760,21,28,41.081,44.175,1,19.749,9.04,0,200.003,530.42,FALSE,B
5760,21,28,11.171,73.027,0,33.013,31.943,0,0,0,TRUE,B
5760,20,27,40.771,41.655,1,25.277,9.817,18.301,231.013,562.03,FALSE,A
5760,20,27,12.567,78.094,0,31.41,29.108,0,0,0,TRUE,A
5760,20,27,41.253,45.176,1,16.79,15.254,0,230.081,543.758,FALSE,B
5760,20,27,11.277,73.92,0,35.935,29.276,0,0,0,TRUE,B
5760,20,26,40.771,41.655,1,25.277,9.817,18.301,236.342,577.711,FALSE,A
5760,20,26,12.567,78.094,0,31.41,29.108,0,0,0,TRUE,A
5760,20,26,41.499,45.055,1,16.551,15.456,0,247.778,607.968,FALSE,B
5760,20,26,10.855,73.575,0,34.879,30.832,0,0,0,TRUE,B
5760,19,26,43.012,44.005,1,26.722,10.278,19.345,243.339,592.564,FALSE,A
5760,19,26,13.269,82.43,0,33.144,30.795,0,0,0,TRUE,A
5760,19,26,42.086,45.922,1,17.089,15.659,0,258.328,624.309,FALSE,B
5760,19,26,11.555,75.615,0,36.77,29.776,0,0,0,TRUE,B
5760,19,25,43.012,44.005,1,26.722,10.278,19.345,248.803,608.65,FALSE,A
5760,19,25,13.269,82.43,0,33.144,30.795,0,0,0,TRUE,A
5760,19,25,42.016,45.473,1,14.66,20.353,0,255.864,603.304,FALSE,B
5760,19,25,10.882,73.333,0,37.875,30.001,0,0,0,TRUE,B
6240,24,32,44.298,23.58,1,7.421,5.23,12.524,175.837,487.961,FALSE,A
6240,24,32,14.471,91.899,0,25.008,34.569,0,0,0,TRUE,A
6240,24,32,44.654,21.449,1,0,3.989,0,189.329,494.87,FALSE,B
6240,24,32,13.457,89.322,0,23.567,38.496,0,0,0,TRUE,B
6240,23,31,46.349,24.66,1,7.781,5.412,13.142,216.217,509.864,FALSE,A
6240,23,31,15.163,96.157,0,26.123,36.213,0,0,0,TRUE,A
6240,23,31,45.332,21.848,1,0,4.021,0,218.584,513.484,FALSE,B
6240,23,31,13.633,90.598,0,23.911,39.115,0,0,0,TRUE,B
6240,23,30,46.349,24.66,1,7.781,5.412,13.142,220.295,521.5,FALSE,A
6240,23,30,15.163,96.157,0,26.123,36.213,0,0,0,TRUE,A
6240,23,30,44.458,24.324,1,0,7.866,0,230.37,542.756,FALSE,B
6240,23,30,12.725,86.237,0,26.578,36.912,0,0,0,TRUE,B
6240,22,30,40.197,41.049,1,24.932,9.694,18.056,227.599,553.336,FALSE,A
6240,22,30,12.387,77.011,0,30.959,28.715,0,0,0,TRUE,A
6240,22,30,43.785,46.871,1,21.155,9.196,0,222.551,565.54,FALSE,B
6240,22,30,11.935,77.877,0,34.939,34.277,0,0,0,TRUE,B
6240,22,29,40.197,41.049,1,24.932,9.694,18.056,232.75,568.483,FALSE,A
6240,22,29,12.387,77.011,0,30.959,28.715,0,0,0,TRUE,A
6240,22,29,43.785,46.871,1,21.155,9.196,0,236.857,565.924,FALSE,B
6240,22,29,11.935,77.877,0,34.939,34.277,0,0,0,TRUE,B
6240,21,29,42.169,43.114,1,26.194,10.114,18.97,238.377,580.102,FALSE,A
6240,21,29,13.005,80.758,0,32.525,30.151,0,0,0,TRUE,A
6240,21,29,44.591,47.775,1,21.543,9.39,0,241.196,576.446,FALSE,B
6240,21,29,12.141,79.384,0,35.569,34.897,0,0,0,TRUE,B
6240,21,28,42.169,43.114,1,26.194,10.114,18.97,207.038,580.66,FALSE,A
6240,21,28,13.005,80.758,0,32.525,30.151,0,0,0,TRUE,A
6240,21,28,44.53,47.735,1,21.369,9.769,0,216.831,576.248,FALSE,B
6240,21,28,12.194,79.416,0,35.669,34.624,0,0,0,TRUE,B
6240,20,27,44.147,45.197,1,27.409,10.505,19.835,250.323,610.267,FALSE,A
6240,20,27,13.648,84.608,0,34,31.651,0,0,0,TRUE,A
6240,20,27,44.68,48.82,1,18.258,16.484,0,249.323,590.421,FALSE,B
6240,20,27,12.222,80.137,0,38.982,31.707,0,0,0,TRUE,B
6240,20,26,44.147,45.197,1,27.409,10.505,19.835,256.075,627.217,FALSE,A
6240,20,26,13.648,84.608,0,34,31.651,0,0,0,TRUE,A
6240,20,26,44.906,48.924,1,18.016,16.567,0,268.585,660.251,FALSE,B
6240,20,26,11.772,79.555,0,37.741,33.545,0,0,0,TRUE,B
6240,19,26,46.552,47.642,1,28.964,10.993,20.931,263.63,643.354,FALSE,A
6240,19,26,14.389,89.34,0,35.748,33.441,0,0,0,TRUE,A
6240,19,26,45.626,49.732,1,18.54,16.846,0,279.864,677.646,FALSE,B
6240,19,26,12.512,81.85,0,39.826,32.332,0,0,0,TRUE,B
6240,19,25,46.552,47.642,1,28.964,10.993,20.931,269.663,661.147,FALSE,A
6240,19,25,14.389,89.34,0,35.748,33.441,0,0,0,TRUE,A
6240,19,25,45.462,49.514,1,15.881,22.023,0,277.218,654.739,FALSE,B
6240,19,25,11.777,79.263,0,40.992,32.501,0,0,0,TRUE,B
6720,24,32,47.705,25.392,1,8.013,5.535,13.54,189.432,526.751,FALSE,A
6720,24,32,15.618,99.009,0,26.873,37.315,0,0,0,TRUE,A
6720,24,32,48.143,23.072,1,0,4.197,0,204.064,534.143,FALSE,B
6720,24,32,14.448,96.256,0,25.316,41.562,0,0,0,TRUE,B
6720,23,31,49.902,26.598,1,8.377,5.754,14.187,232.989,550.616,FALSE,A
6720,23,31,16.369,103.68,0,28.074,39.059,0,0,0,TRUE,A
6720,23,31,48.828,23.367,1,0,4.308,0,235.462,554.244,FALSE,B
6720,23,31,14.676,97.675,0,25.786,42.143,0,0,0,TRUE,B
6720,23,30,49.902,26.598,1,8.377,5.754,14.187,237.279,562.888,FALSE,A
6720,23,30,16.369,103.68,0,28.074,39.059,0,0,0,TRUE,A
6720,23,30,47.81,26.32,1,0,8.493,0,248.122,585.66,FALSE,B
6720,23,30,13.735,92.695,0,28.714,39.741,0,0,0,TRUE,B
6720,22,30,43.316,44.312,1,26.891,10.341,19.488,245.134,597.124,FALSE,A
6720,22,30,13.36,82.942,0,33.343,31.007,0,0,0,TRUE,A
6720,22,30,47.141,50.373,1,22.911,9.717,0,239.572,610.325,FALSE,B
6720,22,30,12.902,84.038,0,37.522,37.073,0,0,0,TRUE,B
6720,22,29,43.316,44.312,1,26.891,10.341,19.488,250.733,613.615,FALSE,A
6720,22,29,13.36,82.942,0,33.343,31.007,0,0,0,TRUE,A
6720,22,29,47.141,50.373,1,22.911,9.717,0,255.087,610.631,FALSE,B
6720,22,29,12.902,84.038,0,37.522,37.073,0,0,0,TRUE,B
6720,21,29,45.291,46.317,1,28.138,10.719,20.372,256.748,626.386,FALSE,A
6720,21,29,14.017,86.853,0,34.804,32.489,0,0,0,TRUE,A
6720,21,29,47.982,51.287,1,23.197,10.042,0,259.766,622.081,FALSE,B
6720,21,29,13.088,85.49,0,38.405,37.582,0,0,0,TRUE,B
6720,21,28,45.291,46.317,1,28.138,10.719,20.372,222.835,626.386,FALSE,A
6720,21,28,14.017,86.853,0,34.804,32.489,0,0,0,TRUE,A
6720,21,28,47.913,51.245,1,23.02,10.474,0,233.593,621.516,FALSE,B
6720,21,28,13.134,85.497,0,38.549,37.253,0,0,0,TRUE,B
6720,20,27,47.55,48.672,1,29.614,11.207,21.379,269.64,658.531,FALSE,A
6720,20,27,14.687,91.224,0,36.489,34.178,0,0,0,TRUE,A
6720,20,27,48.183,52.59,1,19.647,17.549,0,268.554,637.049,FALSE,B
6720,20,27,13.144,86.418,0,41.83,34.334,0,0,0,TRUE,B
6720,20,26,47.55,48.672,1,29.614,11.207,21.379,275.876,676.933,FALSE,A
6720,20,26,14.687,91.224,0,36.489,34.178,0,0,0,TRUE,A
6720,20,26,48.411,52.403,1,19.454,17.768,0,289.385,712.28,FALSE,B
6720,20,26,12.676,86.03,0,40.498,36.203,0,0,0,TRUE,B
6720,19,26,50.048,51.299,1,31.238,11.781,22.556,283.91,694.147,FALSE,A
6720,19,26,15.51,96.098,0,38.468,36.002,0,0,0,TRUE,A
6720,19,26,49.131,53.514,1,20.013,17.9,0,301.463,731.191,FALSE,B
6720,19,26,13.519,88.343,0,42.67,35.027,0,0,0,TRUE,B
6720,19,25,50.048,51.299,1,31.238,11.781,22.556,290.475,713.536,FALSE,A
6720,19,25,15.51,96.098,0,38.468,36.002,0,0,0,TRUE,A
6720,19,25,48.977,53.094,1,17.262,23.597,0,298.624,706.58,FALSE,B
6720,19,25,12.674,85.693,0,43.941,35.067,0,0,0,TRUE,B
7200,24,32,51.101,27.279,1,8.574,5.866,14.513,203.034,565.526,FALSE,A
7200,24,32,16.743,106.136,0,28.744,40.044,0,0,0,TRUE,A
7200,24,32,51.557,24.667,1,0,4.486,0,218.638,573.581,FALSE,B
7200,24,32,15.487,103.124,0,27.221,44.55,0,0,0,TRUE,B
7200,23,31,53.514,28.572,1,8.985,6.093,15.208,249.639,590.903,FALSE,A
7200,23,31,17.507,111.124,0,30.056,41.941,0,0,0,TRUE,A
7200,23,31,52.322,25.045,1,0,4.506,0,252.353,595.086,FALSE,B
7200,23,31,15.73,104.626,0,27.647,45.245,0,0,0,TRUE,B
7200,23,30,53.514,28.572,1,8.985,6.093,15.208,254.37,604.498,FALSE,A
7200,23,30,17.507,111.124,0,30.056,41.941,0,0,0,TRUE,A
7200,23,30,51.191,28.092,1,0,8.949,0,265.902,628.674,FALSE,B
7200,23,30,14.833,99.441,0,30.702,42.717,0,0,0,TRUE,B
7200,22,30,46.414,47.488,1,28.875,10.966,20.869,262.7,640.954,FALSE,A
7200,22,30,14.353,89.061,0,35.636,33.338,0,0,0,TRUE,A
7200,22,30,50.489,53.856,1,24.416,10.508,0,256.856,655.018,FALSE,B
7200,22,30,13.85,90.126,0,40.286,39.612,0,0,0,TRUE,B
7200,22,29,46.414,47.488,1,28.875,10.966,20.869,268.571,658.261,FALSE,A
7200,22,29,14.353,89.061,0,35.636,33.338,0,0,0,TRUE,A
7200,22,29,50.489,53.856,1,24.416,10.508,0,273.35,655.333,FALSE,B
7200,22,29,13.85,90.126,0,40.286,39.612,0,0,0,TRUE,B
7200,21,29,48.52,49.721,1,30.261,11.434,21.844,275.188,672.397,FALSE,A
7200,21,29,14.984,93.097,0,37.262,34.877,0,0,0,TRUE,A
7200,21,29,51.425,54.819,1,24.76,10.797,0,278.418,667.752,FALSE,B
7200,21,29,14.124,91.923,0,41.089,40.264,0,0,0,TRUE,B
7200,21,28,48.52,49.721,1,30.261,11.434,21.844,238.907,672.7,FALSE,A
7200,21,28,14.984,93.097,0,37.262,34.877,0,0,0,TRUE,A
7200,21,28,51.338,54.798,1,24.535,11.282,0,250.295,667.331,FALSE,B
7200,21,28,14.194,91.931,0,41.271,39.88,0,0,0,TRUE,B
7200,20,27,50.906,52.226,1,31.8,11.953,22.934,288.953,706.888,FALSE,A
7200,20,27,15.738,97.751,0,39.066,36.626,0,0,0,TRUE,A
7200,20,27,51.592,56.284,1,20.895,18.854,0,287.775,683.762,FALSE,B
7200,20,27,14.175,92.763,0,44.886,36.699,0,0,0,TRUE,B
7200,20,26,50.906,52.226,1,31.8,11.953,22.934,295.584,726.475,FALSE,A
7200,20,26,15.738,97.751,0,39.066,36.626,0,0,0,TRUE,A
7200,20,26,51.836,56.319,1,21.004,18.564,0,310.106,764.478,FALSE,B
7200,20,26,13.623,92.035,0,43.173,39.225,0,0,0,TRUE,B
7200,19,26,53.581,55.015,1,33.559,12.5,24.21,304.248,745.084,FALSE,A
7200,19,26,16.547,102.857,0,41.089,38.642,0,0,0,TRUE,A
7200,19,26,52.678,57.528,1,21.415,19.313,0,323.036,784.568,FALSE,B
7200,19,26,14.339,94.479,0,45.942,37.399,0,0,0,TRUE,B
7200,19,25,53.581,55.015,1,33.559,12.5,24.21,311.122,765.4,FALSE,A
7200,19,25,16.547,102.857,0,41.089,38.642,0,0,0,TRUE,A
7200,19,25,52.499,57.02,1,18.413,25.322,0,319.942,757.944,FALSE,B
7200,19,25,13.536,91.711,0,47.274,37.533,0,0,0,TRUE,B
7680,24,32,54.507,29.134,1,9.16,6.2,15.497,216.654,604.514,FALSE,A
7680,24,32,17.86,113.268,0,30.627,42.747,0,0,0,TRUE,A
7680,24,32,54.952,26.32,1,0,4.685,0,233.381,612.99,FALSE,B
7680,24,32,16.627,110.111,0,28.893,47.595,0,0,0,TRUE,B
7680,23,31,56.922,30.393,1,9.576,6.412,16.208,266.278,631.712,FALSE,A
7680,23,31,18.64,118.241,0,31.95,44.658,0,0,0,TRUE,A
7680,23,31,55.819,26.633,1,0,4.727,0,269.268,636.033,FALSE,B
7680,23,31,16.81,111.851,0,29.307,48.329,0,0,0,TRUE,B
7680,23,30,56.922,30.393,1,9.576,6.412,16.208,271.161,645.763,FALSE,A
7680,23,30,18.64,118.241,0,31.95,44.658,0,0,0,TRUE,A
7680,23,30,54.645,29.836,1,0,9.352,0,283.691,671.709,FALSE,B
7680,23,30,15.796,106.309,0,32.553,45.772,0,0,0,TRUE,B
7680,22,30,49.5,50.744,1,30.879,11.65,22.288,280.214,684.688,FALSE,A
7680,22,30,15.319,95.001,0,38.029,35.59,0,0,0,TRUE,A
7680,22,30,53.859,57.438,1,26.063,11.22,0,274.007,700.035,FALSE,B
7680,22,30,14.803,96.378,0,42.864,42.23,0,0,0,TRUE,B
7680,22,29,49.5,50.744,1,30.879,11.65,22.288,286.675,703.765,FALSE,A
7680,22,29,15.319,95.001,0,38.029,35.59,0,0,0,TRUE,A
7680,22,29,53.859,57.438,1,26.063,11.22,0,291.645,700.35,FALSE,B
7680,22,29,14.803,96.378,0,42.864,42.23,0,0,0,TRUE,B
7680,21,29,51.736,53.126,1,32.362,12.113,23.349,293.56,718.291,FALSE,A
7680,21,29,16.005,99.32,0,39.717,37.272,0,0,0,TRUE,A
7680,21,29,54.851,58.539,1,26.501,11.433,0,296.949,713.244,FALSE,B
7680,21,29,15.079,98.059,0,43.818,42.989,0,0,0,TRUE,B
7680,21,28,51.736,53.126,1,32.362,12.113,23.349,254.88,718.945,FALSE,A
7680,21,28,16.005,99.32,0,39.717,37.272,0,0,0,TRUE,A
7680,21,28,54.761,58.525,1,26.257,11.932,0,267.096,713.209,FALSE,B
7680,21,28,15.146,98.071,0,43.987,42.608,0,0,0,TRUE,B
7680,20,27,54.298,55.725,1,34.016,12.648,24.541,308.245,755.131,FALSE,A
7680,20,27,16.768,104.261,0,41.601,39.142,0,0,0,TRUE,A
7680,20,27,55.075,60.154,1,22.46,19.901,0,307.019,730.333,FALSE,B
7680,20,27,15.006,98.73,0,47.807,39.388,0,0,0,TRUE,B
7680,20,26,54.298,55.725,1,34.016,12.648,24.541,315.359,776.167,FALSE,A
7680,20,26,16.768,104.261,0,41.601,39.142,0,0,0,TRUE,A
7680,20,26,55.277,60.109,1,22.54,19.733,0,330.837,816.743,FALSE,B
7680,20,26,14.5,98.072,0,46.06,41.88,0,0,0,TRUE,B
7680,19,26,57.259,58.844,1,35.884,13.305,25.891,324.599,795.778,FALSE,A
7680,19,26,17.669,109.97,0,43.888,41.29,0,0,0,TRUE,A
7680,19,26,56.085,61.278,1,23.007,20.379,0,344.663,838.235,FALSE,B
7680,19,26,15.418,100.781,0,48.812,40.059,0,0,0,TRUE,B
7680,19,25,57.259,58.844,1,35.884,13.305,25.891,331.953,817.534,FALSE,A
7680,19,25,17.669,109.97,0,43.888,41.29,0,0,0,TRUE,A
7680,19,25,55.91,60.818,1,19.597,27.022,0,341.325,809.569,FALSE,B
7680,19,25,14.523,97.725,0,50.536,39.987,0,0,0,TRUE,B
8160,24,32,57.923,30.964,1,9.752,6.513,16.481,230.161,643.292,FALSE,A
8160,24,32,18.961,120.441,0,32.492,45.473,0,0,0,TRUE,A
8160,24,32,58.39,27.835,1,0,4.94,0,247.918,652.271,FALSE,B
8160,24,32,17.694,117.194,0,30.664,50.556,0,0,0,TRUE,B
8160,23,31,60.457,32.324,1,10.24,6.77,17.21,283.079,672.5,FALSE,A
8160,23,31,19.795,125.783,0,33.916,47.505,0,0,0,TRUE,A
8160,23,31,59.251,28.231,1,0,4.95,0,286.077,676.765,FALSE,B
8160,23,31,17.965,118.971,0,31.141,51.343,0,0,0,TRUE,B
8160,23,30,60.457,32.324,1,10.24,6.77,17.21,288.222,687.331,FALSE,A
8160,23,30,19.795,125.783,0,33.916,47.505,0,0,0,TRUE,A
8160,23,30,58.038,31.773,1,0,9.86,0,301.507,714.914,FALSE,B
8160,23,30,16.828,112.974,0,34.586,48.669,0,0,0,TRUE,B
8160,22,30,52.455,53.838,1,32.805,12.25,23.669,297.79,728.944,FALSE,A
8160,22,30,16.218,100.695,0,40.256,37.814,0,0,0,TRUE,A
8160,22,30,57.215,61.021,1,27.788,11.769,0,291.112,744.794,FALSE,B
8160,22,30,15.671,102.27,0,45.605,44.973,0,0,0,TRUE,B
8160,22,29,52.455,53.838,1,32.805,12.25,23.669,304.471,748.681,FALSE,A
8160,22,29,16.218,100.695,0,40.256,37.814,0,0,0,TRUE,A
8160,22,29,57.215,61.021,1,27.788,11.769,0,309.898,745.073,FALSE,B
8160,22,29,15.671,102.27,0,45.605,44.973,0,0,0,TRUE,B
8160,21,29,54.998,56.451,1,34.469,12.805,24.838,312.068,764.584,FALSE,A
8160,21,29,17,105.633,0,42.149,39.657,0,0,0,TRUE,A
8160,21,29,58.227,62.102,1,28.346,11.928,0,315.569,759.09,FALSE,B
8160,21,29,16.005,104.105,0,46.511,45.833,0,0,0,TRUE,B
8160,21,28,54.998,56.451,1,34.469,12.805,24.838,270.667,764.584,FALSE,A
8160,21,28,17,105.633,0,42.149,39.657,0,0,0,TRUE,A
8160,21,28,58.142,62.123,1,28.092,12.493,0,283.624,758.526,FALSE,B
